Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2203277202
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
74000	-49.590419	349	0.000237	1	7	'Z 0 Z Z Z Z 0 0 0 0 Z 0 0 0 0 0 0 Z 0 0 	0.000000	1.851005	0.000000	0.000000	0.000000	0.000000	1.851005	1.851005	1.851005	1.851005	0.000000	1.851005	1.851005	1.851005	1.851005	1.851005	1.851005	0.000000	1.851005	1.851005	0.005729	0.120601	0.167220	0.426466	0.279985	
75000	-55.160183	442	0.000216	1	9	'0 Z Z Z 0 0 0 0 Z 0 0 Z Z Z Z 0 0 Z 0 0 	2.109375	0.000000	0.000000	0.000000	2.109375	2.109375	2.109375	2.109375	0.000000	2.109375	2.109375	0.000000	0.000000	0.000000	0.000000	2.109375	2.109375	0.000000	2.109375	2.109375	0.009825	0.463194	0.238143	0.005388	0.283450	
76000	-50.035955	105	0.000216	1	6	'Z Z 0 0 0 0 Z 0 0 0 0 0 Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	1.680498	1.680498	1.680498	1.680498	0.000000	1.680498	1.680498	1.680498	1.680498	1.680498	0.000000	1.680498	1.680498	1.680498	1.680498	0.000000	1.680498	0.000000	0.021272	0.054339	0.433089	0.452833	0.038467	
77000	-48.791370	484	0.000317	1	5	'0 0 0 0 Z 0 0 0 0 0 Z 0 0 0 0 Z Z Z 0 0 	1.720476	1.720476	1.720476	1.720476	0.000000	1.720476	1.720476	1.720476	1.720476	1.720476	0.000000	1.720476	1.720476	1.720476	1.720476	0.000000	0.000000	0.000000	1.720476	1.720476	0.058530	0.215225	0.238874	0.282810	0.204561	
78000	-48.140489	802	0.000317	1	4	'0 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 0 Z 	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	0.000000	1.779438	1.779438	1.779438	0.000000	1.779438	0.000000	1.779438	0.000000	0.060585	0.289376	0.240432	0.174169	0.235439	
79000	-47.868695	207	0.000353	1	7	'0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z Z Z 0 Z 	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	0.000000	0.000000	0.000000	2.004950	0.000000	0.000000	0.000000	2.004950	0.000000	0.078601	0.416630	0.248117	0.025649	0.231003	
80000	-49.679423	419	0.000353	1	8	'Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z Z 0 0 Z Z 0 0 	0.000000	1.809651	0.000000	1.809651	0.000000	1.809651	1.809651	1.809651	1.809651	1.809651	0.000000	1.809651	0.000000	0.000000	1.809651	1.809651	0.000000	0.000000	1.809651	1.809651	0.037100	0.273061	0.355849	0.185856	0.148135	
81000	-51.738210	650	0.000353	1	9	'Z 0 0 Z Z Z 0 Z 0 0 Z 0 Z 0 0 Z Z 0 0 0 	0.000000	2.053753	2.053753	0.000000	0.000000	0.000000	2.053753	0.000000	2.053753	2.053753	0.000000	2.053753	0.000000	2.053753	2.053753	0.000000	0.000000	2.053753	2.053753	2.053753	0.108615	0.012450	0.456268	0.180154	0.242513	
82000	-50.096592	644	0.000353	1	10	'Z 0 Z Z Z 0 0 0 0 0 Z Z 0 Z 0 Z 0 Z 0 Z 	0.000000	2.457524	0.000000	0.000000	0.000000	2.457524	2.457524	2.457524	2.457524	2.457524	0.000000	0.000000	2.457524	0.000000	2.457524	0.000000	2.457524	0.000000	2.457524	0.000000	0.015824	0.327484	0.375457	0.156594	0.124641	
83000	-49.066034	157	0.000210	1	7	'0 Z 0 0 Z 0 Z Z 0 0 0 0 Z 0 0 0 0 Z 0 Z 	1.801601	0.000000	1.801601	1.801601	0.000000	1.801601	0.000000	0.000000	1.801601	1.801601	1.801601	1.801601	0.000000	1.801601	1.801601	1.801601	1.801601	0.000000	1.801601	0.000000	0.059194	0.025381	0.445523	0.357794	0.112108	
84000	-49.321806	642	0.000210	1	7	'0 Z Z Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	1.816143	0.000000	0.000000	0.000000	1.816143	1.816143	1.816143	1.816143	1.816143	1.816143	1.816143	1.816143	1.816143	0.000000	1.816143	0.000000	1.816143	0.000000	1.816143	0.000000	0.015165	0.330666	0.466328	0.122470	0.065371	
85000	-49.865597	94	0.000210	1	4	'0 0 0 Z 0 0 0 Z 0 0 0 0 Z 0 0 0 0 Z 0 0 	1.517991	1.517991	1.517991	0.000000	1.517991	1.517991	1.517991	0.000000	1.517991	1.517991	1.517991	1.517991	0.000000	1.517991	1.517991	1.517991	1.517991	0.000000	1.517991	1.517991	0.031049	0.094354	0.448229	0.229597	0.196772	
86000	-50.151102	840	0.000210	1	7	'Z 0 0 0 0 0 0 Z 0 0 Z 0 Z Z 0 0 0 Z 0 Z 	0.000000	2.016932	2.016932	2.016932	2.016932	2.016932	2.016932	0.000000	2.016932	2.016932	0.000000	2.016932	0.000000	0.000000	2.016932	2.016932	2.016932	0.000000	2.016932	0.000000	0.047832	0.453738	0.204592	0.273611	0.020227	
87000	-49.828588	462	0.000210	1	9	'Z 0 Z Z Z 0 0 Z 0 0 Z 0 0 0 0 Z Z 0 0 Z 	0.000000	1.964113	0.000000	0.000000	0.000000	1.964113	1.964113	0.000000	1.964113	1.964113	0.000000	1.964113	1.964113	1.964113	1.964113	0.000000	0.000000	1.964113	1.964113	0.000000	0.000822	0.171637	0.129144	0.616286	0.082112	
88000	-50.880730	171	0.000293	1	10	'0 0 Z 0 Z 0 Z Z 0 0 0 Z 0 Z Z 0 Z Z 0 Z 	2.660972	2.660972	0.000000	2.660972	0.000000	2.660972	0.000000	0.000000	2.660972	2.660972	2.660972	0.000000	2.660972	0.000000	0.000000	2.660972	0.000000	0.000000	2.660972	0.000000	0.056932	0.097245	0.316269	0.199847	0.329707	
89000	-51.050113	997	0.000293	1	10	'0 0 Z Z 0 0 Z Z 0 0 0 Z Z Z Z 0 0 Z 0 Z 	2.667984	2.667984	0.000000	0.000000	2.667984	2.667984	0.000000	0.000000	2.667984	2.667984	2.667984	0.000000	0.000000	0.000000	0.000000	2.667984	2.667984	0.000000	2.667984	0.000000	0.021135	0.079979	0.245539	0.117725	0.535623	
90000	-47.549984	355	0.000415	1	8	'Z 0 0 Z Z 0 0 0 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	1.899625	1.899625	0.000000	0.000000	1.899625	1.899625	1.899625	1.899625	1.899625	1.899625	0.000000	1.899625	0.000000	1.899625	1.899625	0.000000	0.000000	1.899625	0.000000	0.040068	0.234135	0.361438	0.199331	0.165028	
91000	-51.103083	471	0.000415	1	7	'Z 0 0 0 0 0 0 0 0 0 Z Z 0 Z 0 0 Z Z 0 Z 	0.000000	2.127101	2.127101	2.127101	2.127101	2.127101	2.127101	2.127101	2.127101	2.127101	0.000000	0.000000	2.127101	0.000000	2.127101	2.127101	0.000000	0.000000	2.127101	0.000000	0.046517	0.260414	0.331160	0.268311	0.093598	
92000	-53.092498	688	0.000576	1	9	'Z 0 0 0 Z Z 0 Z 0 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	2.338337	2.338337	2.338337	0.000000	0.000000	2.338337	0.000000	2.338337	2.338337	2.338337	0.000000	0.000000	0.000000	2.338337	2.338337	2.338337	0.000000	2.338337	0.000000	0.048873	0.163299	0.316423	0.243319	0.228086	
93000	-52.296293	538	0.000576	1	7	'0 0 0 0 0 0 Z 0 Z 0 0 Z 0 Z 0 Z 0 Z 0 Z 	2.182112	2.182112	2.182112	2.182112	2.182112	2.182112	0.000000	2.182112	0.000000	2.182112	2.182112	0.000000	2.182112	0.000000	2.182112	0.000000	2.182112	0.000000	2.182112	0.000000	0.046468	0.247559	0.308255	0.158542	0.239177	
94000	-49.164940	756	0.000282	2	10	'Z 1 Z Z Z 0 0 1 0 1 Z Z 1 Z 1 Z 1 Z 0 Z 	0.000000	2.527566	0.000000	0.000000	0.000000	2.379580	2.379580	2.527566	2.379580	2.527566	0.000000	0.000000	2.527566	0.000000	2.527566	0.000000	2.527566	0.000000	2.379580	0.000000	0.015808	0.423268	0.328306	0.135297	0.097321	
95000	-51.753622	622	0.000282	1	6	'Z 0 0 Z 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 0 0 Z 	0.000000	1.932252	1.932252	0.000000	1.932252	0.000000	1.932252	1.932252	1.932252	0.000000	1.932252	1.932252	1.932252	1.932252	1.932252	0.000000	1.932252	1.932252	1.932252	0.000000	0.041976	0.145950	0.379157	0.220573	0.212345	
96000	-52.490755	172	0.000282	1	8	'0 Z Z 0 0 Z Z Z 0 0 0 0 0 Z 0 Z 0 0 0 Z 	2.230176	0.000000	0.000000	2.230176	2.230176	0.000000	0.000000	0.000000	2.230176	2.230176	2.230176	2.230176	2.230176	0.000000	2.230176	0.000000	2.230176	2.230176	2.230176	0.000000	0.001636	0.000007	0.309731	0.605142	0.083483	
97000	-50.559862	129	0.000282	2	9	'1 Z 0 0 0 Z Z Z 0 1 1 Z 0 Z 1 1 Z Z 1 Z 	1.489853	0.000000	9.574337	9.574337	9.574337	0.000000	0.000000	0.000000	9.574337	1.489853	1.489853	0.000000	9.574337	0.000000	1.489853	1.489853	0.000000	0.000000	1.489853	0.000000	0.040731	0.026339	0.490642	0.323897	0.118390	
98000	-51.454128	168	0.000282	1	8	'Z Z 0 0 0 0 Z 0 0 Z 0 Z 0 0 0 Z 0 Z 0 Z 	0.000000	0.000000	2.341040	2.341040	2.341040	2.341040	0.000000	2.341040	2.341040	0.000000	2.341040	0.000000	2.341040	2.341040	2.341040	0.000000	2.341040	0.000000	2.341040	0.000000	0.063030	0.399042	0.144040	0.263240	0.130647	
99000	-49.717146	277	0.000217	1	8	'Z 0 Z Z Z 0 0 0 0 0 Z 0 Z 0 0 0 Z 0 0 Z 	0.000000	1.713198	0.000000	0.000000	0.000000	1.713198	1.713198	1.713198	1.713198	1.713198	0.000000	1.713198	0.000000	1.713198	1.713198	1.713198	0.000000	1.713198	1.713198	0.000000	0.002538	0.234487	0.109236	0.608480	0.045258	
100000	-49.281427	767	0.000217	1	9	'0 Z Z Z Z 0 0 Z 0 0 Z 0 0 0 0 Z Z 0 0 Z 	1.987242	0.000000	0.000000	0.000000	0.000000	1.987242	1.987242	0.000000	1.987242	1.987242	0.000000	1.987242	1.987242	1.987242	1.987242	0.000000	0.000000	1.987242	1.987242	0.000000	0.005699	0.164555	0.133851	0.629407	0.066488	
101000	-50.022302	355	0.000217	1	5	'0 0 Z 0 0 0 Z Z 0 0 0 0 Z 0 0 Z 0 0 0 0 	1.642336	1.642336	0.000000	1.642336	1.642336	1.642336	0.000000	0.000000	1.642336	1.642336	1.642336	1.642336	0.000000	1.642336	1.642336	0.000000	1.642336	1.642336	1.642336	1.642336	0.044961	0.039613	0.437611	0.102729	0.375086	
102000	-49.357278	582	0.000217	1	11	'0 Z Z Z Z 0 Z Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	2.070552	0.000000	0.000000	0.000000	0.000000	2.070552	0.000000	0.000000	2.070552	2.070552	2.070552	2.070552	0.000000	2.070552	2.070552	0.000000	0.000000	0.000000	2.070552	0.000000	0.000502	0.034308	0.567306	0.255124	0.142760	
103000	-48.721070	119	0.000217	1	7	'0 0 Z 0 0 0 0 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	2.004950	2.004950	0.000000	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	2.004950	0.000000	2.004950	0.000000	2.004950	0.000000	0.000000	0.000000	2.004950	0.000000	0.101876	0.481365	0.238962	0.038055	0.139742	
104000	-53.278942	780	0.000217	1	7	'0 0 0 0 0 0 Z Z 0 0 0 Z 0 Z 0 Z Z 0 0 Z 	2.154255	2.154255	2.154255	2.154255	2.154255	2.154255	0.000000	0.000000	2.154255	2.154255	2.154255	0.000000	2.154255	0.000000	2.154255	0.000000	0.000000	2.154255	2.154255	0.000000	0.075820	0.008688	0.023042	0.017072	0.875378	
105000	-50.255876	928	0.000219	1	7	'Z 0 0 0 Z 0 0 Z 0 0 Z 0 0 0 0 Z Z 0 0 Z 	0.000000	1.894294	1.894294	1.894294	0.000000	1.894294	1.894294	0.000000	1.894294	1.894294	0.000000	1.894294	1.894294	1.894294	1.894294	0.000000	0.000000	1.894294	1.894294	0.000000	0.110230	0.162724	0.171781	0.469592	0.085673	
106000	-50.742469	397	0.000219	1	4	'0 Z 0 0 Z 0 0 Z 0 0 0 0 0 0 0 Z 0 0 0 0 	1.539924	0.000000	1.539924	1.539924	0.000000	1.539924	1.539924	0.000000	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	1.539924	0.000000	1.539924	1.539924	1.539924	1.539924	0.019530	0.026944	0.466747	0.084247	0.402533	
107000	-52.071854	120	0.000219	1	8	'0 0 Z Z Z 0 0 0 0 0 0 Z 0 0 Z Z Z 0 0 Z 	2.035176	2.035176	0.000000	0.000000	0.000000	2.035176	2.035176	2.035176	2.035176	2.035176	2.035176	0.000000	2.035176	2.035176	0.000000	0.000000	0.000000	2.035176	2.035176	0.000000	0.023412	0.257576	0.117338	0.026494	0.575180	
108000	-50.201416	194	0.000257	1	5	'0 0 0 Z 0 0 0 0 0 0 0 Z Z 0 0 Z Z 0 0 0 	1.616121	1.616121	1.616121	0.000000	1.616121	1.616121	1.616121	1.616121	1.616121	1.616121	1.616121	0.000000	0.000000	1.616121	1.616121	0.000000	0.000000	1.616121	1.616121	1.616121	0.038856	0.296934	0.130476	0.083717	0.450017	
109000	-49.905435	132	0.000257	1	7	'0 0 0 0 0 0 Z 0 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	2.189189	2.189189	2.189189	2.189189	2.189189	2.189189	0.000000	2.189189	2.189189	2.189189	0.000000	2.189189	2.189189	0.000000	2.189189	0.000000	0.000000	0.000000	2.189189	0.000000	0.042819	0.000817	0.001316	0.955014	0.000034	
110000	-50.024886	941	0.000257	1	6	'0 0 0 0 Z 0 0 Z 0 0 0 0 0 Z 0 0 Z Z 0 Z 	1.751730	1.751730	1.751730	1.751730	0.000000	1.751730	1.751730	0.000000	1.751730	1.751730	1.751730	1.751730	1.751730	0.000000	1.751730	1.751730	0.000000	0.000000	1.751730	0.000000	0.070883	0.234795	0.421636	0.217330	0.055356	
111000	-54.091234	826	0.000565	1	4	'0 0 0 0 Z 0 0 Z 0 0 0 Z 0 Z 0 0 0 0 0 0 	1.673554	1.673554	1.673554	1.673554	0.000000	1.673554	1.673554	0.000000	1.673554	1.673554	1.673554	0.000000	1.673554	0.000000	1.673554	1.673554	1.673554	1.673554	1.673554	1.673554	0.046715	0.197223	0.306521	0.228785	0.220757	
112000	-49.848504	121	0.000444	1	5	'Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	1.808036	1.808036	1.808036	1.808036	0.000000	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	1.808036	0.000000	1.808036	0.000000	1.808036	0.000000	0.046002	0.196476	0.347823	0.238044	0.171656	
113000	-51.293359	704	0.000444	1	8	'Z 0 0 Z 0 Z 0 0 0 0 0 0 Z Z 0 Z Z Z 0 0 	0.000000	1.903195	1.903195	0.000000	1.903195	0.000000	1.903195	1.903195	1.903195	1.903195	1.903195	1.903195	0.000000	0.000000	1.903195	0.000000	0.000000	0.000000	1.903195	1.903195	0.044689	0.225148	0.371890	0.155016	0.203257	
114000	-51.219490	697	0.000301	1	8	'0 Z 0 Z 0 Z 0 Z 0 0 0 Z 0 0 0 Z 0 Z 0 Z 	2.316934	0.000000	2.316934	0.000000	2.316934	0.000000	2.316934	0.000000	2.316934	2.316934	2.316934	0.000000	2.316934	2.316934	2.316934	0.000000	2.316934	0.000000	2.316934	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
115000	-50.251439	356	0.000359	1	6	'Z 0 0 0 Z 0 Z 0 0 0 0 0 0 0 0 0 Z Z 0 Z 	0.000000	1.661198	1.661198	1.661198	0.000000	1.661198	0.000000	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	0.000000	0.000000	1.661198	0.000000	0.083043	0.110726	0.395817	0.337622	0.072793	
116000	-54.777785	352	0.000359	1	8	'0 0 Z Z Z Z Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 	1.801601	1.801601	0.000000	0.000000	0.000000	0.000000	0.000000	1.801601	0.000000	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	0.000000	0.000000	1.801601	1.801601	0.074529	0.013335	0.298023	0.275293	0.338819	
117000	-49.693259	905	0.000170	1	7	'Z Z 0 0 Z 0 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	1.705981	1.705981	0.000000	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	0.000000	1.705981	1.705981	0.000000	1.705981	0.000000	1.705981	0.000000	0.022585	0.167828	0.591788	0.181321	0.036478	
118000	-50.480983	380	0.000170	1	9	'Z Z Z Z 0 0 Z Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	2.118201	2.118201	0.000000	0.000000	2.118201	2.118201	0.000000	2.118201	2.118201	2.118201	2.118201	0.000000	2.118201	0.000000	2.118201	2.118201	0.000000	0.000151	0.024991	0.356710	0.618148	
119000	-49.073951	277	0.000170	1	9	'Z 0 Z Z Z 0 Z 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	1.935946	0.000000	0.000000	0.000000	1.935946	0.000000	1.935946	1.935946	1.935946	1.935946	0.000000	1.935946	1.935946	1.935946	1.935946	0.000000	0.000000	1.935946	0.000000	0.007366	0.041504	0.280702	0.611337	0.059090	
120000	-49.905704	850	0.000170	1	5	'0 Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	1.756288	0.000000	1.756288	1.756288	1.756288	1.756288	1.756288	1.756288	1.756288	1.756288	1.756288	1.756288	1.756288	0.000000	1.756288	0.000000	1.756288	0.000000	1.756288	0.000000	0.035324	0.310401	0.495030	0.105520	0.053724	
121000	-53.208518	134	0.000482	1	6	'Z 0 0 Z Z 0 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 0 	0.000000	1.711750	1.711750	0.000000	0.000000	1.711750	1.711750	0.000000	1.711750	1.711750	1.711750	0.000000	1.711750	1.711750	1.711750	1.711750	1.711750	0.000000	1.711750	1.711750	0.041773	0.171459	0.284909	0.241350	0.260509	
122000	-52.314773	389	0.000482	1	8	'Z 0 Z 0 Z 0 Z 0 0 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	1.906780	0.000000	1.906780	0.000000	1.906780	0.000000	1.906780	1.906780	1.906780	1.906780	0.000000	0.000000	0.000000	1.906780	1.906780	1.906780	0.000000	1.906780	1.906780	0.043592	0.227830	0.331451	0.201386	0.195740	
123000	-56.951678	472	0.000482	1	10	'Z Z Z 0 0 Z Z 0 0 0 Z Z Z 0 Z 0 0 Z 0 0 	0.000000	0.000000	0.000000	2.872340	2.872340	0.000000	0.000000	2.872340	2.872340	2.872340	0.000000	0.000000	0.000000	2.872340	0.000000	2.872340	2.872340	0.000000	2.872340	2.872340	0.042530	0.208911	0.253113	0.290093	0.205354	
124000	-51.934604	338	0.000482	1	5	'0 0 0 0 Z 0 0 0 0 0 0 Z Z Z 0 0 0 0 Z 0 	1.782570	1.782570	1.782570	1.782570	0.000000	1.782570	1.782570	1.782570	1.782570	1.782570	1.782570	0.000000	0.000000	0.000000	1.782570	1.782570	1.782570	1.782570	0.000000	1.782570	0.045787	0.209962	0.332355	0.208415	0.203481	
125000	-51.222961	315	0.000481	1	10	'Z Z Z Z 0 0 Z 0 Z 0 0 Z Z 0 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	2.039275	2.039275	0.000000	2.039275	0.000000	2.039275	2.039275	0.000000	0.000000	2.039275	2.039275	0.000000	2.039275	2.039275	2.039275	0.000000	0.000000	0.239756	0.307155	0.208705	0.244384	
126000	-55.999831	576	0.000356	1	7	'0 0 Z Z Z Z Z 0 0 0 0 Z 0 0 0 Z 0 0 0 0 	1.969844	1.969844	0.000000	0.000000	0.000000	0.000000	0.000000	1.969844	1.969844	1.969844	1.969844	0.000000	1.969844	1.969844	1.969844	0.000000	1.969844	1.969844	1.969844	1.969844	0.039201	0.060187	0.352778	0.255308	0.292525	
127000	-53.830785	272	0.000356	1	5	'Z 0 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 0 Z 0 0 0 	0.000000	1.629123	1.629123	1.629123	1.629123	1.629123	1.629123	1.629123	0.000000	1.629123	1.629123	0.000000	1.629123	0.000000	1.629123	1.629123	0.000000	1.629123	1.629123	1.629123	0.063188	0.272320	0.228280	0.199274	0.236938	
128000	-51.182330	474	0.000523	1	10	'Z Z 0 0 Z 0 0 Z 0 0 Z 0 Z Z 0 Z Z Z 0 0 	0.000000	0.000000	2.158849	2.158849	0.000000	2.158849	2.158849	0.000000	2.158849	2.158849	0.000000	2.158849	0.000000	0.000000	2.158849	0.000000	0.000000	0.000000	2.158849	2.158849	0.041085	0.207218	0.348181	0.208863	0.194652	
129000	-52.588083	168	0.000297	1	9	'Z 0 Z 0 Z Z Z Z 0 0 0 0 0 Z 0 Z 0 Z 0 0 	0.000000	2.222832	0.000000	2.222832	0.000000	0.000000	0.000000	0.000000	2.222832	2.222832	2.222832	2.222832	2.222832	0.000000	2.222832	0.000000	2.222832	0.000000	2.222832	2.222832	0.079743	0.000000	0.242788	0.293184	0.384285	
130000	-48.219374	971	0.000297	1	6	'0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 0 Z 0 Z 	1.969844	1.969844	1.969844	1.969844	1.969844	1.969844	1.969844	1.969844	1.969844	1.969844	1.969844	0.000000	0.000000	0.000000	1.969844	0.000000	1.969844	0.000000	1.969844	0.000000	0.075991	0.413946	0.195284	0.015334	0.299445	
131000	-48.707631	733	0.000297	1	12	'0 Z Z Z Z 0 Z 0 0 0 0 Z Z Z 0 Z Z Z 0 Z 	2.428058	0.000000	0.000000	0.000000	0.000000	2.428058	0.000000	2.428058	2.428058	2.428058	2.428058	0.000000	0.000000	0.000000	2.428058	0.000000	0.000000	0.000000	2.428058	0.000000	0.020575	0.350823	0.319670	0.057442	0.251490	
132000	-53.038087	817	0.000297	1	8	'Z Z 0 Z 0 0 Z 0 Z 0 0 0 Z 0 0 0 Z 0 0 Z 	0.000000	0.000000	1.659836	0.000000	1.659836	1.659836	0.000000	1.659836	0.000000	1.659836	1.659836	1.659836	0.000000	1.659836	1.659836	1.659836	0.000000	1.659836	1.659836	0.000000	0.112630	0.196916	0.306631	0.301697	0.082127	
133000	-49.308938	530	0.000388	1	7	'Z Z 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 Z Z 0 Z 	0.000000	0.000000	1.703112	0.000000	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	0.000000	1.703112	1.703112	0.000000	0.000000	1.703112	0.000000	0.023732	0.267301	0.395294	0.213191	0.100482	
134000	-50.362140	383	0.000388	1	10	'Z Z Z Z 0 0 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 0 	0.000000	0.000000	0.000000	0.000000	1.979472	1.979472	1.979472	0.000000	1.979472	1.979472	1.979472	0.000000	0.000000	0.000000	1.979472	1.979472	0.000000	0.000000	1.979472	1.979472	0.000000	0.212541	0.317957	0.227556	0.241946	
135000	-51.946208	44	0.000388	1	7	'0 0 0 0 0 0 Z Z 0 0 0 Z 0 0 0 Z Z Z 0 Z 	2.133825	2.133825	2.133825	2.133825	2.133825	2.133825	0.000000	0.000000	2.133825	2.133825	2.133825	0.000000	2.133825	2.133825	2.133825	0.000000	0.000000	0.000000	2.133825	0.000000	0.062839	0.039091	0.072965	0.050026	0.775079	
136000	-49.359180	876	0.000540	1	11	'Z 0 Z Z 0 0 Z 0 0 0 0 Z Z Z 0 Z Z Z 0 Z 	0.000000	2.343750	0.000000	0.000000	2.343750	2.343750	0.000000	2.343750	2.343750	2.343750	2.343750	0.000000	0.000000	0.000000	2.343750	0.000000	0.000000	0.000000	2.343750	0.000000	0.030809	0.256118	0.303645	0.143627	0.265801	
137000	-50.764480	583	0.000263	1	9	'0 Z 0 0 0 Z 0 Z 0 0 Z Z 0 0 0 Z Z Z 0 Z 	2.796961	0.000000	2.796961	2.796961	2.796961	0.000000	2.796961	0.000000	2.796961	2.796961	0.000000	0.000000	2.796961	2.796961	2.796961	0.000000	0.000000	0.000000	2.796961	0.000000	0.223870	0.066805	0.107544	0.102400	0.499381	
138000	-48.878329	986	0.000313	1	4	'0 0 0 0 0 Z 0 0 0 0 0 Z 0 0 0 Z 0 0 0 Z 	1.868081	1.868081	1.868081	1.868081	1.868081	0.000000	1.868081	1.868081	1.868081	1.868081	1.868081	0.000000	1.868081	1.868081	1.868081	0.000000	1.868081	1.868081	1.868081	0.000000	0.054502	0.215750	0.234305	0.157618	0.337825	
139000	-48.645661	772	0.000313	1	8	'0 0 Z Z Z 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z 	2.053753	2.053753	0.000000	0.000000	0.000000	2.053753	2.053753	0.000000	2.053753	2.053753	0.000000	2.053753	2.053753	2.053753	2.053753	0.000000	2.053753	0.000000	2.053753	0.000000	0.029319	0.291474	0.186933	0.466764	0.025510	
140000	-47.767775	146	0.000313	1	5	'0 0 0 0 0 0 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	0.000000	1.639676	1.639676	0.000000	0.000000	0.000000	1.639676	0.000000	0.068366	0.247905	0.390890	0.251373	0.041466	
