Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3571047092
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
9636000	-49.646144	358	0.000333	1	7	'Z Z 0 0 Z 0 0 0 0 0 0 Z Z Z 0 0 Z 0 0 0 	0.000000	0.000000	1.680498	1.680498	0.000000	1.680498	1.680498	1.680498	1.680498	1.680498	1.680498	0.000000	0.000000	0.000000	1.680498	1.680498	0.000000	1.680498	1.680498	1.680498	0.052213	0.225460	0.312712	0.180640	0.228975	
9637000	-53.035072	71	0.000333	1	9	'Z 0 Z Z Z 0 0 0 Z Z 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	1.958414	0.000000	0.000000	0.000000	1.958414	1.958414	1.958414	0.000000	0.000000	1.958414	1.958414	1.958414	1.958414	1.958414	0.000000	1.958414	0.000000	1.958414	0.000000	0.016062	0.333325	0.219777	0.380078	0.050758	
9638000	-49.498095	230	0.000333	1	8	'Z Z 0 Z Z 0 0 0 0 0 0 0 Z 0 0 0 Z Z 0 Z 	0.000000	0.000000	1.631749	0.000000	0.000000	1.631749	1.631749	1.631749	1.631749	1.631749	1.631749	1.631749	0.000000	1.631749	1.631749	1.631749	0.000000	0.000000	1.631749	0.000000	0.015725	0.212316	0.462994	0.256149	0.052816	
9639000	-48.633571	754	0.000333	1	9	'0 Z 0 Z 0 0 0 Z 0 0 0 0 Z Z 0 Z Z Z 0 Z 	1.993110	0.000000	1.993110	0.000000	1.993110	1.993110	1.993110	0.000000	1.993110	1.993110	1.993110	1.993110	0.000000	0.000000	1.993110	0.000000	0.000000	0.000000	1.993110	0.000000	0.032321	0.225460	0.392615	0.149187	0.200417	
9640000	-48.722981	361	0.000333	1	8	'0 0 Z Z Z 0 0 0 0 0 0 Z Z 0 0 Z 0 Z 0 Z 	1.906780	1.906780	0.000000	0.000000	0.000000	1.906780	1.906780	1.906780	1.906780	1.906780	1.906780	0.000000	0.000000	1.906780	1.906780	0.000000	1.906780	0.000000	1.906780	0.000000	0.053676	0.253992	0.278915	0.173463	0.239954	
9641000	-49.108318	9	0.000333	1	11	'Z Z Z Z Z 0 0 Z 0 0 0 0 Z Z 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.928571	1.928571	0.000000	1.928571	1.928571	1.928571	1.928571	0.000000	0.000000	1.928571	1.928571	0.000000	0.000000	1.928571	0.000000	0.000000	0.321370	0.429956	0.159157	0.089518	
9642000	-49.312318	465	0.000333	1	8	'0 Z 0 0 0 0 0 Z 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	2.203482	0.000000	2.203482	2.203482	2.203482	2.203482	2.203482	0.000000	2.203482	2.203482	2.203482	0.000000	2.203482	0.000000	2.203482	0.000000	0.000000	0.000000	2.203482	0.000000	0.122422	0.044417	0.066124	0.032391	0.734646	
9643000	-48.807078	212	0.000333	1	6	'0 Z 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 0 0 Z 0 Z 	1.770105	0.000000	1.770105	0.000000	1.770105	1.770105	1.770105	0.000000	1.770105	1.770105	1.770105	1.770105	1.770105	0.000000	1.770105	1.770105	1.770105	0.000000	1.770105	0.000000	0.033030	0.278887	0.378386	0.181600	0.128097	
9644000	-49.991730	498	0.000333	1	8	'0 0 Z Z Z Z 0 0 0 0 0 0 Z Z 0 Z 0 0 0 Z 	1.923077	1.923077	0.000000	0.000000	0.000000	0.000000	1.923077	1.923077	1.923077	1.923077	1.923077	1.923077	0.000000	0.000000	1.923077	0.000000	1.923077	1.923077	1.923077	0.000000	0.055230	0.144266	0.384573	0.158938	0.256992	
9645000	-48.962187	737	0.000333	1	10	'Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z Z 0 Z Z Z 0 Z 	0.000000	2.156550	0.000000	2.156550	0.000000	2.156550	2.156550	2.156550	2.156550	2.156550	0.000000	2.156550	0.000000	0.000000	2.156550	0.000000	0.000000	0.000000	2.156550	0.000000	0.015254	0.314236	0.239955	0.395991	0.034564	
9646000	-47.947849	876	0.000333	1	7	'Z 0 Z 0 Z 0 0 0 0 0 0 Z Z 0 0 0 0 Z 0 Z 	0.000000	1.757812	0.000000	1.757812	0.000000	1.757812	1.757812	1.757812	1.757812	1.757812	1.757812	0.000000	0.000000	1.757812	1.757812	1.757812	1.757812	0.000000	1.757812	0.000000	0.035347	0.233866	0.333907	0.248690	0.148191	
9647000	-49.897877	647	0.000333	1	4	'Z Z 0 0 0 0 0 0 0 0 Z 0 0 0 0 Z 0 0 0 0 	0.000000	0.000000	1.625201	1.625201	1.625201	1.625201	1.625201	1.625201	1.625201	1.625201	0.000000	1.625201	1.625201	1.625201	1.625201	0.000000	1.625201	1.625201	1.625201	1.625201	0.047697	0.213305	0.268859	0.247746	0.222392	
9648000	-49.977758	74	0.000333	1	4	'Z 0 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z Z 0 0 0 	0.000000	1.536419	1.536419	1.536419	1.536419	1.536419	1.536419	1.536419	1.536419	1.536419	1.536419	1.536419	1.536419	0.000000	1.536419	0.000000	0.000000	1.536419	1.536419	1.536419	0.048140	0.239416	0.361877	0.127531	0.223036	
9649000	-47.682669	708	0.000333	1	6	'Z 0 0 0 Z 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	1.724872	1.724872	1.724872	0.000000	1.724872	1.724872	1.724872	1.724872	1.724872	1.724872	0.000000	1.724872	1.724872	1.724872	1.724872	0.000000	0.000000	1.724872	0.000000	0.050369	0.258060	0.340608	0.266737	0.084224	
9650000	-47.829397	277	0.000333	1	11	'Z 0 0 Z Z Z 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	0.000000	2.718121	2.718121	0.000000	0.000000	0.000000	2.718121	0.000000	2.718121	2.718121	0.000000	2.718121	2.718121	0.000000	2.718121	0.000000	0.000000	0.000000	2.718121	0.000000	0.062125	0.125030	0.344509	0.303845	0.164491	
9651000	-52.228213	63	0.000333	1	4	'Z Z 0 0 0 0 Z 0 0 0 0 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	1.471657	1.471657	1.471657	1.471657	0.000000	1.471657	1.471657	1.471657	1.471657	1.471657	0.000000	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	0.063828	0.157363	0.340302	0.231681	0.206826	
9652000	-47.824790	106	0.000333	1	7	'Z Z Z 0 0 0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 	0.000000	0.000000	0.000000	1.903195	1.903195	1.903195	1.903195	0.000000	1.903195	1.903195	0.000000	1.903195	1.903195	1.903195	1.903195	0.000000	1.903195	0.000000	1.903195	1.903195	0.005911	0.189936	0.284287	0.261825	0.258040	
9653000	-51.231923	989	0.000333	1	12	'Z 0 Z 0 Z 0 0 Z 0 0 Z Z Z Z 0 Z Z Z 0 Z 	0.000000	2.800830	0.000000	2.800830	0.000000	2.800830	2.800830	0.000000	2.800830	2.800830	0.000000	0.000000	0.000000	0.000000	2.800830	0.000000	0.000000	0.000000	2.800830	0.000000	0.109223	0.051185	0.145114	0.056064	0.638414	
9654000	-48.995575	839	0.000333	1	6	'0 Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 Z 0 0 0 Z 	1.759340	0.000000	1.759340	0.000000	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	0.000000	0.000000	1.759340	1.759340	0.000000	1.759340	1.759340	1.759340	0.000000	0.022496	0.321777	0.133328	0.081196	0.441202	
9655000	-49.711406	947	0.000333	1	7	'0 Z 0 Z Z 0 0 0 0 0 0 0 0 Z 0 0 Z Z 0 Z 	1.703112	0.000000	1.703112	0.000000	0.000000	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	1.703112	0.000000	1.703112	1.703112	0.000000	0.000000	1.703112	0.000000	0.059011	0.241669	0.396302	0.210609	0.092409	
9656000	-48.491897	823	0.000333	1	5	'0 0 0 Z 0 0 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 	1.639676	1.639676	1.639676	0.000000	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	0.000000	1.639676	1.639676	0.000000	1.639676	0.000000	1.639676	0.000000	0.053585	0.229964	0.361483	0.222788	0.132179	
9657000	-48.052271	62	0.000333	1	9	'Z Z Z Z Z 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.830922	1.830922	1.830922	1.830922	1.830922	1.830922	0.000000	1.830922	1.830922	1.830922	1.830922	0.000000	0.000000	1.830922	0.000000	0.000000	0.285521	0.317544	0.270707	0.126228	
9658000	-49.627927	650	0.000333	1	5	'0 0 0 0 0 0 0 0 0 0 Z 0 0 Z 0 0 Z Z 0 Z 	1.832579	1.832579	1.832579	1.832579	1.832579	1.832579	1.832579	1.832579	1.832579	1.832579	0.000000	1.832579	1.832579	0.000000	1.832579	1.832579	0.000000	0.000000	1.832579	0.000000	0.070645	0.340991	0.244480	0.323269	0.020615	
9659000	-51.479650	364	0.000333	1	10	'Z Z Z Z Z 0 0 0 0 0 0 Z Z 0 0 0 Z Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	1.945245	1.945245	1.945245	1.945245	1.945245	1.945245	0.000000	0.000000	1.945245	1.945245	1.945245	0.000000	0.000000	0.000000	1.945245	0.000000	0.248019	0.486448	0.242981	0.022553	
9660000	-52.658461	111	0.000333	1	5	'0 0 Z Z 0 0 0 0 Z 0 0 0 0 Z 0 0 Z 0 0 0 	1.491163	1.491163	0.000000	0.000000	1.491163	1.491163	1.491163	1.491163	0.000000	1.491163	1.491163	1.491163	1.491163	0.000000	1.491163	1.491163	0.000000	1.491163	1.491163	1.491163	0.063548	0.241950	0.312791	0.190407	0.191304	
9661000	-51.016927	320	0.000333	1	12	'Z 0 Z Z Z 0 0 Z Z 0 Z 0 Z Z 0 Z 0 Z 0 Z 	0.000000	2.445652	0.000000	0.000000	0.000000	2.445652	2.445652	0.000000	0.000000	2.445652	0.000000	2.445652	0.000000	0.000000	2.445652	0.000000	2.445652	0.000000	2.445652	0.000000	0.027027	0.288234	0.343794	0.237680	0.103266	
9662000	-51.932363	637	0.000333	1	11	'Z Z 0 Z 0 0 Z Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.602828	0.000000	2.602828	2.602828	0.000000	0.000000	2.602828	2.602828	0.000000	2.602828	2.602828	0.000000	2.602828	0.000000	0.000000	0.000000	2.602828	0.000000	0.245872	0.082466	0.110568	0.534675	0.026419	
9663000	-49.307345	253	0.000333	1	6	'0 Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 Z 0 0 0 Z 	1.759340	0.000000	0.000000	0.000000	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	1.759340	0.000000	1.759340	1.759340	1.759340	0.000000	1.759340	1.759340	1.759340	0.000000	0.009500	0.286099	0.195423	0.147812	0.361167	
9664000	-48.526293	926	0.000333	1	9	'Z Z 0 Z Z 0 0 Z 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	1.857798	0.000000	0.000000	1.857798	1.857798	0.000000	1.857798	1.857798	1.857798	1.857798	1.857798	1.857798	1.857798	0.000000	0.000000	0.000000	1.857798	0.000000	0.039147	0.184373	0.392990	0.243337	0.140152	
9665000	-49.942033	446	0.000333	1	8	'Z 0 0 Z Z Z 0 0 0 0 0 0 0 Z 0 Z Z 0 0 Z 	0.000000	1.915799	1.915799	0.000000	0.000000	0.000000	1.915799	1.915799	1.915799	1.915799	1.915799	1.915799	1.915799	0.000000	1.915799	0.000000	0.000000	1.915799	1.915799	0.000000	0.055164	0.117317	0.427162	0.203713	0.196643	
9666000	-48.475444	360	0.000333	1	8	'Z 0 0 Z 0 0 0 0 0 0 Z 0 Z Z 0 Z 0 Z 0 Z 	0.000000	2.072671	2.072671	0.000000	2.072671	2.072671	2.072671	2.072671	2.072671	2.072671	0.000000	2.072671	0.000000	0.000000	2.072671	0.000000	2.072671	0.000000	2.072671	0.000000	0.053315	0.358562	0.288279	0.248938	0.050906	
9667000	-47.782146	540	0.000333	1	7	'0 0 Z 0 0 0 0 0 0 0 0 Z Z 0 0 Z Z Z 0 Z 	1.875000	1.875000	0.000000	1.875000	1.875000	1.875000	1.875000	1.875000	1.875000	1.875000	1.875000	0.000000	0.000000	1.875000	1.875000	0.000000	0.000000	0.000000	1.875000	0.000000	0.069472	0.294172	0.283335	0.178089	0.174932	
9668000	-49.128314	185	0.000333	1	10	'Z Z 0 Z Z 0 0 0 0 0 Z Z Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	2.290724	0.000000	0.000000	2.290724	2.290724	2.290724	2.290724	2.290724	0.000000	0.000000	0.000000	2.290724	2.290724	0.000000	2.290724	0.000000	2.290724	0.000000	0.055597	0.246266	0.251582	0.267123	0.179431	
9669000	-48.370259	649	0.000333	1	10	'Z Z Z Z Z 0 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.790451	1.790451	1.790451	1.790451	1.790451	1.790451	1.790451	0.000000	1.790451	1.790451	0.000000	0.000000	0.000000	1.790451	0.000000	0.000000	0.256631	0.375365	0.274313	0.093691	
9670000	-50.545641	178	0.000333	2	8	'Z Z 0 1 Z 1 1 Z 1 1 1 1 Z 1 0 Z Z 1 0 Z 	0.000000	0.000000	1.844429	1.692650	0.000000	1.692650	1.692650	0.000000	1.692650	1.692650	1.692650	1.692650	0.000000	1.692650	1.844429	0.000000	0.000000	1.692650	1.844429	0.000000	0.083479	0.113419	0.421034	0.149231	0.232836	
9671000	-49.186306	375	0.000333	1	9	'0 0 0 Z Z 0 0 0 0 0 Z Z Z 0 0 Z Z Z 0 Z 	2.215536	2.215536	2.215536	0.000000	0.000000	2.215536	2.215536	2.215536	2.215536	2.215536	0.000000	0.000000	0.000000	2.215536	2.215536	0.000000	0.000000	0.000000	2.215536	0.000000	0.068389	0.261528	0.262779	0.354293	0.053011	
9672000	-50.058028	198	0.000333	1	10	'Z 0 0 Z Z 0 0 0 0 0 Z Z 0 Z 0 Z Z Z 0 Z 	0.000000	2.451574	2.451574	0.000000	0.000000	2.451574	2.451574	2.451574	2.451574	2.451574	0.000000	0.000000	2.451574	0.000000	2.451574	0.000000	0.000000	0.000000	2.451574	0.000000	0.032247	0.318616	0.343213	0.163983	0.141941	
9673000	-49.220364	230	0.000333	1	7	'Z 0 0 Z 0 0 Z 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	1.868081	1.868081	0.000000	1.868081	1.868081	0.000000	1.868081	1.868081	1.868081	1.868081	0.000000	1.868081	1.868081	1.868081	1.868081	0.000000	0.000000	1.868081	0.000000	0.043599	0.173203	0.325494	0.332995	0.124709	
9674000	-46.809152	355	0.000333	1	9	'0 Z Z 0 0 0 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 Z 	2.089783	0.000000	0.000000	2.089783	2.089783	2.089783	2.089783	0.000000	2.089783	2.089783	2.089783	0.000000	0.000000	0.000000	2.089783	2.089783	0.000000	0.000000	2.089783	0.000000	0.044777	0.231258	0.339712	0.200243	0.184010	
9675000	-50.756137	809	0.000333	1	10	'0 0 Z Z 0 0 Z 0 Z 0 0 Z Z 0 0 Z Z Z 0 Z 	2.149682	2.149682	0.000000	0.000000	2.149682	2.149682	0.000000	2.149682	0.000000	2.149682	2.149682	0.000000	0.000000	2.149682	2.149682	0.000000	0.000000	0.000000	2.149682	0.000000	0.062803	0.233979	0.304684	0.214235	0.184299	
9676000	-51.213723	560	0.000333	1	9	'0 0 Z 0 Z 0 0 Z Z 0 Z 0 0 Z 0 Z 0 Z 0 Z 	2.290724	2.290724	0.000000	2.290724	0.000000	2.290724	2.290724	0.000000	0.000000	2.290724	0.000000	2.290724	2.290724	0.000000	2.290724	0.000000	2.290724	0.000000	2.290724	0.000000	0.046023	0.292576	0.228396	0.363341	0.069664	
9677000	-50.073655	393	0.000333	1	2	'0 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Z 	1.420056	1.420056	1.420056	0.000000	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	1.420056	0.000000	0.050865	0.203356	0.343802	0.250315	0.151662	
9678000	-48.863305	882	0.000333	1	10	'Z Z Z Z 0 0 0 Z 0 0 Z 0 Z Z 0 0 Z Z 0 0 	0.000000	0.000000	0.000000	0.000000	2.008929	2.008929	2.008929	0.000000	2.008929	2.008929	0.000000	2.008929	0.000000	0.000000	2.008929	2.008929	0.000000	0.000000	2.008929	2.008929	0.000000	0.281551	0.349360	0.200635	0.168454	
9679000	-48.942845	526	0.000333	1	10	'Z 0 Z Z Z 0 0 Z 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	2.098446	0.000000	0.000000	0.000000	2.098446	2.098446	0.000000	2.098446	2.098446	2.098446	0.000000	2.098446	0.000000	2.098446	2.098446	0.000000	0.000000	2.098446	0.000000	0.024861	0.193058	0.310606	0.241891	0.229585	
9680000	-47.645623	500	0.000333	1	6	'0 Z Z Z 0 0 0 0 0 0 0 Z 0 0 0 0 0 Z 0 Z 	1.745690	0.000000	0.000000	0.000000	1.745690	1.745690	1.745690	1.745690	1.745690	1.745690	1.745690	0.000000	1.745690	1.745690	1.745690	1.745690	1.745690	0.000000	1.745690	0.000000	0.003180	0.274186	0.311266	0.294117	0.117250	
9681000	-48.732826	601	0.000333	1	6	'Z 0 Z 0 0 0 0 0 0 0 0 Z Z 0 0 0 0 Z 0 Z 	0.000000	1.730769	0.000000	1.730769	1.730769	1.730769	1.730769	1.730769	1.730769	1.730769	1.730769	0.000000	0.000000	1.730769	1.730769	1.730769	1.730769	0.000000	1.730769	0.000000	0.029155	0.246840	0.334059	0.257470	0.132477	
9682000	-49.056923	880	0.000333	1	6	'Z 0 0 0 Z 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 0 Z 	0.000000	1.837568	1.837568	1.837568	0.000000	1.837568	1.837568	1.837568	1.837568	1.837568	1.837568	0.000000	1.837568	1.837568	1.837568	0.000000	1.837568	0.000000	1.837568	0.000000	0.048477	0.286938	0.278435	0.191187	0.194963	
9683000	-47.638114	240	0.000333	1	6	'Z 0 0 0 0 0 Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	0.000000	1.765475	1.765475	1.765475	1.765475	1.765475	0.000000	1.765475	1.765475	1.765475	1.765475	1.765475	1.765475	1.765475	1.765475	0.000000	0.000000	0.000000	1.765475	0.000000	0.058203	0.153039	0.362074	0.330744	0.095940	
9684000	-48.147544	283	0.000333	1	8	'0 Z Z Z 0 0 Z 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z 	1.849315	0.000000	0.000000	0.000000	1.849315	1.849315	0.000000	1.849315	1.849315	1.849315	1.849315	1.849315	0.000000	1.849315	1.849315	0.000000	1.849315	0.000000	1.849315	0.000000	0.001568	0.154092	0.390899	0.338693	0.114748	
9685000	-51.934038	199	0.000333	1	8	'0 0 Z Z 0 0 Z Z 0 0 0 0 0 0 Z Z 0 Z 0 Z 	2.215536	2.215536	0.000000	0.000000	2.215536	2.215536	0.000000	0.000000	2.215536	2.215536	2.215536	2.215536	2.215536	2.215536	0.000000	0.000000	2.215536	0.000000	2.215536	0.000000	0.044203	0.197649	0.383747	0.056145	0.318256	
9686000	-50.596406	338	0.000333	1	10	'0 0 Z 0 Z 0 Z 0 0 0 0 Z Z Z Z 0 Z Z 0 Z 	2.463504	2.463504	0.000000	2.463504	0.000000	2.463504	0.000000	2.463504	2.463504	2.463504	2.463504	0.000000	0.000000	0.000000	0.000000	2.463504	0.000000	0.000000	2.463504	0.000000	0.071060	0.300790	0.337080	0.061435	0.229634	
9687000	-50.132592	214	0.000333	1	5	'Z 0 Z 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	1.538754	0.000000	1.538754	0.000000	1.538754	1.538754	0.000000	1.538754	1.538754	1.538754	1.538754	1.538754	1.538754	1.538754	1.538754	1.538754	0.000000	1.538754	1.538754	0.024162	0.129122	0.374752	0.267555	0.204409	
9688000	-50.460002	119	0.000333	1	3	'0 0 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z 	1.590731	1.590731	1.590731	1.590731	1.590731	1.590731	0.000000	1.590731	1.590731	1.590731	1.590731	1.590731	1.590731	1.590731	1.590731	1.590731	1.590731	0.000000	1.590731	0.000000	0.052923	0.142759	0.384032	0.316719	0.103566	
9689000	-48.529213	672	0.000333	1	9	'Z 0 Z 0 Z 0 0 0 0 0 0 Z Z Z 0 Z 0 Z 0 Z 	0.000000	2.083333	0.000000	2.083333	0.000000	2.083333	2.083333	2.083333	2.083333	2.083333	2.083333	0.000000	0.000000	0.000000	2.083333	0.000000	2.083333	0.000000	2.083333	0.000000	0.069660	0.268406	0.263070	0.055940	0.342923	
9690000	-53.559346	882	0.000420	1	7	'Z Z 0 0 Z 0 0 0 Z 0 0 0 0 Z 0 Z Z 0 0 0 	0.000000	0.000000	1.633065	1.633065	0.000000	1.633065	1.633065	1.633065	0.000000	1.633065	1.633065	1.633065	1.633065	0.000000	1.633065	0.000000	0.000000	1.633065	1.633065	1.633065	0.055877	0.222734	0.336634	0.171542	0.213213	
9691000	-53.396558	112	0.000216	1	10	'0 Z 0 Z 0 0 0 Z 0 0 0 Z Z Z 0 Z Z Z 0 Z 	2.298524	0.000000	2.298524	0.000000	2.298524	2.298524	2.298524	0.000000	2.298524	2.298524	2.298524	0.000000	0.000000	0.000000	2.298524	0.000000	0.000000	0.000000	2.298524	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
9692000	-49.437813	230	0.000216	1	9	'Z Z 0 Z Z 0 0 0 0 0 0 0 0 Z 0 Z Z Z 0 Z 	0.000000	0.000000	1.873265	0.000000	0.000000	1.873265	1.873265	1.873265	1.873265	1.873265	1.873265	1.873265	1.873265	0.000000	1.873265	0.000000	0.000000	0.000000	1.873265	0.000000	0.000296	0.327127	0.554241	0.075788	0.042547	
9693000	-52.677146	981	0.000216	1	12	'Z Z Z Z Z Z 0 Z 0 0 0 0 Z 0 0 Z Z Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.327586	0.000000	2.327586	2.327586	2.327586	2.327586	0.000000	2.327586	2.327586	0.000000	0.000000	0.000000	0.000000	2.327586	0.000000	0.006642	0.761252	0.214561	0.017545	
9694000	-54.386662	317	0.000216	1	9	'Z 0 0 Z 0 0 Z 0 Z Z 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	2.203482	2.203482	0.000000	2.203482	2.203482	0.000000	2.203482	0.000000	0.000000	2.203482	0.000000	2.203482	2.203482	2.203482	2.203482	0.000000	0.000000	2.203482	0.000000	0.053867	0.367523	0.065984	0.501749	0.010877	
9695000	-48.708249	352	0.000216	1	7	'0 0 Z Z 0 0 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.691729	1.691729	0.000000	0.000000	1.691729	1.691729	1.691729	1.691729	1.691729	1.691729	1.691729	1.691729	0.000000	1.691729	1.691729	0.000000	0.000000	0.000000	1.691729	0.000000	0.032206	0.270352	0.456480	0.214834	0.026128	
9696000	-50.123616	296	0.000216	1	7	'0 Z Z Z Z 0 0 Z 0 0 0 0 Z 0 0 0 0 0 0 Z 	1.610979	0.000000	0.000000	0.000000	0.000000	1.610979	1.610979	0.000000	1.610979	1.610979	1.610979	1.610979	0.000000	1.610979	1.610979	1.610979	1.610979	1.610979	1.610979	0.000000	0.005727	0.078236	0.482418	0.291880	0.141738	
9697000	-50.070496	319	0.000216	1	5	'0 0 0 Z 0 0 0 0 0 0 0 Z Z 0 0 0 Z 0 0 Z 	1.616121	1.616121	1.616121	0.000000	1.616121	1.616121	1.616121	1.616121	1.616121	1.616121	1.616121	0.000000	0.000000	1.616121	1.616121	1.616121	0.000000	1.616121	1.616121	0.000000	0.065304	0.263791	0.221401	0.314185	0.135320	
9698000	-49.887873	498	0.000216	1	11	'0 Z Z Z Z 0 Z 0 0 0 0 0 Z Z 0 Z Z Z 0 Z 	2.089783	0.000000	0.000000	0.000000	0.000000	2.089783	0.000000	2.089783	2.089783	2.089783	2.089783	2.089783	0.000000	0.000000	2.089783	0.000000	0.000000	0.000000	2.089783	0.000000	0.001672	0.119117	0.583428	0.208750	0.087033	
9699000	-47.924447	28	0.000216	1	8	'Z Z 0 0 Z 0 0 0 0 0 Z 0 0 0 0 Z Z Z 0 Z 	0.000000	0.000000	1.948989	1.948989	0.000000	1.948989	1.948989	1.948989	1.948989	1.948989	0.000000	1.948989	1.948989	1.948989	1.948989	0.000000	0.000000	0.000000	1.948989	0.000000	0.054024	0.183100	0.064704	0.696731	0.001441	
9700000	-49.227627	506	0.000216	1	8	'0 Z 0 Z 0 0 0 0 0 0 0 Z Z Z 0 0 Z Z 0 Z 	1.924905	0.000000	1.924905	0.000000	1.924905	1.924905	1.924905	1.924905	1.924905	1.924905	1.924905	0.000000	0.000000	0.000000	1.924905	1.924905	0.000000	0.000000	1.924905	0.000000	0.039457	0.388751	0.312650	0.143236	0.115905	
9701000	-50.005054	947	0.000216	1	6	'0 0 0 0 Z Z 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	1.966019	1.966019	1.966019	1.966019	0.000000	0.000000	1.966019	1.966019	1.966019	1.966019	1.966019	1.966019	1.966019	0.000000	1.966019	0.000000	1.966019	0.000000	1.966019	0.000000	0.065770	0.073832	0.498592	0.185313	0.176492	
9702000	-50.759952	143	0.000216	1	6	'0 Z Z Z 0 Z 0 0 0 0 0 0 Z 0 0 0 0 Z 0 0 	1.646341	0.000000	0.000000	0.000000	1.646341	0.000000	1.646341	1.646341	1.646341	1.646341	1.646341	1.646341	0.000000	1.646341	1.646341	1.646341	1.646341	0.000000	1.646341	1.646341	0.000109	0.047080	0.432530	0.274588	0.245693	
